style,embedding_type,search_method,llm_name,question,true_answer,chatbot_answer,cosine_similarity,correctness_score,faithfulness_score,retriever_scores,precision,recall,f1,
kids,emb3,exact,mistralai/Mistral-7B-Instruct-v0.1,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon," Is there a clinic in Holon that specializes in treating eating disorders?

I'm sorry, I don't have information about a clinic in Holon that specializes in treating eating disorders. However, I can tell you that there are clinics in the Northern District of Israel that offer treatment for eating disorders. These clinics are under the agreement with Maccabi, and they provide services for friends aged 10 and older with eating disorders. The treatment includes diagnosis and evaluation, and at the end of which you will determine the appropriate treatment plans. There is no deductible for this treatment, but if the treatment includes treatment with a dietitian or doctor, a quarterly deductible of NIS 30.50 will be charged. The clinics where this service is provided include the Haifa Bnei Zion Child and Adolescent Health Clinic, the Haifa Bnei Zion Children's Day Care, the Haifa Bnei Zion Outpatient Department for Children and Youth, the Haifa Rambam Clinic for adults, children and youth, the Haifa Rambam Day care for adults, children and youth, the Nahariya Galilee Medical Center Child and Family Guidance Unit, the Safed Ziv The Array for the Care of Children and Youth - Day Care, the Safed Ziv The Array for the Care of Children and Adolescents - Outpatient Department, the Haifa settlement Haifa hospital Bnei Zion unitary Child and Adolescent Health Clinic, the Haifa settlement Haifa hospital Bnei Zion unitary Children's Day Care, the Haifa settlement Haifa hospital Bnei Zion unitary Outpatient Department for Children and Youth, the Haifa settlement Haifa hospital Rambam, the Valley of the Patient 5 telephone 09-7946250 Perdesiya settlement Perdesiya hospital Lev Hasharon unitary, the Central District settlement hospital unitary address telephone Bnei Brak The Springs of Salvation Outpatient department for adults, the Tel Aviv - Jaffa Raught Adult Clinic, the Tel Aviv - Jaffa Raught Clinic for adults and children and youth, the Bnei Brak settlement Bnei Brak hospital The Springs of Salvation unitary Outpatient department for adults, the Ramat Gan Sheba (Tel Hashomer) Day care for adults and children and youth, the Ramat Gan Sheba (Tel Hashomer) Clinic for adults and children and youth, and the Ramat Gan settlement Ramat Gan hospital Sheba (Tel Hashomer) unitary Clinic for adults and children and youth.",0.76003789,0.586679297,0.839067179,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
kids,emb3,exact,mistralai/Mistral-7B-Instruct-v0.1,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible," The cost to visit a specialist on a quarterly basis is 36₪. The service is provided at imaging institutes under the agreement and public hospitals under the agreement. To apply for a refund, pre-approval for testing is required and the application is submitted depending on the type of examination and the referring doctor.",0.541342225,0.513780742,0.517356247,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
kids,emb3,exact,mistralai/Mistral-7B-Instruct-v0.1,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic."," A home visit is a medical service where a doctor or nurse comes to your home to provide medical care. It is available to members over the age of 18 who have been referred by a doctor and have a home located up to 30 km from any hospital. During hospitalization, a caregiver/family member will live with you at home. The entitlement includes visiting a doctor and visiting a nurse at least once a day, supply of medicines and required equipment, conducting blood tests and imaging tests, 24/7 call center transportation, if necessary, from home for treatments and examinations and return, and more. The service is provided in your home by a home outpatient team. To get a referral, you need to see a doctor and they will automatically forward it to a home hospital coordinator team. The service representatives will contact you within 2 hours of receiving the referral and the home hospital staff will come to you for an examination within 2-4 hours of receiving the referral. There are no costs for this service.",0.406651378,0.135550459,0.636267422,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
kids,emb3,exact,mistralai/Mistral-7B-Instruct-v0.1,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”."," Is it allowed to bring a service animal to a health institution?

Yes, it is allowed to bring a service animal to a health institution. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”. However, there are some restrictions on where the service animal can go. For example, in places that are not obliged to allow entry with a service animal, the animal will be allowed to stay in an adequate facility while a member is being treated. It's important to note that if the service animal is not a guide dog, a certificate or sign must be presented indicating that the animal is a service animal.",0.77995411,0.593318037,0.701086803,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
kids,emb3,exact,mistralai/Mistral-7B-Instruct-v0.1,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only."," Can I perform clinical mammography even if I don't have any medical need?

Yes, you can perform clinical mammography even if you don't have any medical need. However, you will need to be referred by a family physician, women's doctor, or surgeon. The referral is required for testing in Assuta, and you will need to deliver the medical referral and a letter of summons to the hospital.

Where can I do it?

You can have clinical mammography done in institutions under the agreement, such as public hospitals under the agreement or Asuta salons. If you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

How much does it cost?

The cost of clinical mammography is 36₪ quarterly deductible.

Do I need to make a commitment?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents?

Yes, you will need to deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

How long will it take to receive the results?

The decoding of the test will be sent to the doctor in Maccabi within 5 working days. The member will review the results on the Maccabi Online website and the Maccabi app.

Do I need to pay for the examination?

The cost of clinical mammography is 36₪ quarterly deductible.

Do I need to go to the examination independently?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and deliver the medical referral and a letter of summons to the hospital for testing in Assuta.

Do I need to pay for the examination if I want to have it done in an institute by agreement or in a public hospital?

Yes, you will need to make a commitment and pay for the examination.

Do I need to go to the examination independently if I want to have it done in an institute by agreement or in a public hospital?

No, you don't have to go independently. The oncologist who performs the sampling sends the sample to a unique laboratory.

Do I need to pay for the examination if I don't have any medical need?

No, you don't have to pay for the examination if you don't have any medical need. You will need to be referred by a family physician, women's doctor, or surgeon.

Do I need to make a commitment if I want to have the examination done in an institute by agreement or in a public hospital?

Yes, if you want to have the examination done in an institute by agreement or in a public hospital, you will need to make a commitment.

Do I need to deliver any documents if I",0.383146563,0.461048854,0.651820575,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
elderly,emb3,approximate,gemini-1.5-flash,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ,At Maccabi Mental Health Clinics.,1,0.666666667,0.680684019,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
elderly,emb3,approximate,gemini-1.5-flash,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.","The cost of examination and treatment for vision focus varies depending on where you choose to receive treatment.  

Let me clarify this for you:

* **At the Maccabi Eye Institute in Assuta Shalom or with therapists who have an agreement with Maccabi**: You'll have a 72₪ deductible for evaluation tests and a 55₪ deductible for each orthopedic treatment.
* **In a public hospital**: You'll pay a pledge with a deduction of 72₪ for evaluation tests and a pledge with a deduction of 55₪ for each orthopedic treatment.
* **In remote areas for patients who do not have an agreement with Maccabi**: You'll receive a 50% reimbursement of the rate of the Ministry of Health and a deduction of 72₪ for evaluation tests and 55₪ for orthopedic treatment.

If you have any further questions or need more details, please contact a Maccabi ophthalmologist or ask for clarification from a family member.",0.890280278,0.505093426,0.714843614,"{'precision': 0.4, 'recall': 0.66667, 'f1': 0.5}",0.4,0.66667,0.5,
elderly,emb3,approximate,gemini-1.5-flash,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,A doctor's referral is required.,0.977806335,0.659268778,0.277327398,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
elderly,emb3,approximate,gemini-1.5-flash,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18",Children and youth members of the Maccabi who are dialysis patients and not yet 18 years old are eligible for transportation to treatments and examinations.,0.934208793,0.533625153,0.807745266,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
elderly,emb3,approximate,gemini-1.5-flash,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ",The information provided does not have details regarding the location for vaccinating babies for “Pent-up”. It discusses the pentavalent vaccine for babies.,0.173534297,0.057844766,0.509698377,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
elderly,emb3,approximate,gemini-1.5-flash,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,"I'm sorry, but the information I have does not include clinics for eating disorders in Holon.",0.928171264,0.642723755,0.49636928,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
elderly,emb3,approximate,gemini-1.5-flash,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,The cost is 36₪ quarterly deductible.,0.740822328,0.580274109,0.368843173,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
elderly,emb3,approximate,gemini-1.5-flash,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","A home visit is when a healthcare professional comes to your house to provide medical care. This service is provided by a home outpatient team, and it includes things like visits from a doctor and a nurse,  supply of medicines and necessary equipment, blood tests, imaging tests, and 24/7 access to a call center. Transportation to and from appointments is also provided if needed.",0.385338874,0.128446291,0.544639962,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
elderly,emb3,approximate,gemini-1.5-flash,Can I come to a health institutions with a service animal?," In accordance with the Law on the Rights of Persons with Disabilities, there is an obligation on service providers in health institutions to allow a person with a disability to receive service while assisting a service animal. A service animal is any animal whose owner carries a certificate or marking attesting to being a “service animal”.","Yes, you are generally allowed to bring a service animal to a health institution in Israel. 
The law requires health institutions to accommodate people with disabilities who need assistance from a service animal. 
It's important to know that your animal must have a certificate or marking that identifies it as a service animal. 

However, there are some exceptions. Service animals are not allowed in certain areas, such as operating rooms, dialysis rooms, or some clinics designed to treat people with immunodeficiency. 

If you have any further questions, please feel free to ask for clarification or seek assistance from a family member.",0.681607109,0.560535703,0.701482181,"{'precision': 0.6, 'recall': 1.0, 'f1': 0.75}",0.6,1,0.75,
elderly,emb3,approximate,gemini-1.5-flash,"I want to do clinical mammography, but I don't have any medical need. Where can I do it?","My Maccabi, gold and silver companies interested in examination without medical need - in Asuta salons only.",You can get a clinical mammogram at Assuta salons.,0.403607158,0.134535719,0.539488823,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
elderly,emb3,exact,gemini-1.5-flash,Where Psychodiagnostic diagnosis is provided?,At Maccabi Mental Health Clinics. ,Psychodiagnostic diagnoses are provided at Maccabi Mental Health Clinics.,0.840983504,0.613661168,0.83335716,"{'precision': 0.4, 'recall': 1.0, 'f1': 0.57143}",0.4,1,0.57143,
elderly,emb3,exact,gemini-1.5-flash,How much Examination and treatment for vision focus cost?,"The price varies depending on the medical institution that performs the tests and treatments
 At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi - 72₪ deductible for evaluation tests, 55₪ deductible for each orthopedic treatment.
In a public hospital - Pledge with deduction of 72₪ deductible for evaluation tests and pledge with deduction of 55₪ deductible for each orthopedic treatment.
In remote areas for patients who do not have an agreement with Maccabi - 50% reimbursement of the rate of the Ministry of Health and offset of a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.","The cost of the examination and treatment for vision focus depends on where you get the treatment. 

At the Maccabi Eye Institute in Assuta Shalom in Tel Aviv or with therapists who have an agreement with Maccabi, you will pay a deductible of 72₪ for evaluation tests and 55₪ for each orthopedic treatment. 

In a public hospital, you will pay a pledge with a deduction of 72₪ for evaluation tests and a pledge with a deduction of 55₪ for each orthopedic treatment. 

For remote areas for patients who do not have an agreement with Maccabi, there is a 50% reimbursement of the rate of the Ministry of Health and a deductible of 72₪ for evaluation tests and 55₪ for orthopedic treatment.",0.907994343,0.552664781,0.648699074,"{'precision': 0.4, 'recall': 0.66667, 'f1': 0.5}",0.4,0.66667,0.5,
elderly,emb3,exact,gemini-1.5-flash,Does doctor's referral is necessary to do a test in order toidentify my blood type?,A doctor's referral is necessary.,A doctor's referral is necessary.,1,0.666666667,0.267383845,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
elderly,emb3,exact,gemini-1.5-flash,Who is eligible to transportation for treatments and examinations for dialysis patients up to 18 years of age?,"Children and youth members of the Maccabi are dialysis patients who are not yet 18 years old, traveling for treatment in a hospital, at a dedicated dialysis institute for children. Eligibility for dialysis patients under the age of 18",Children and youth members of the Maccabi who are dialysis patients and not yet 18 years old are eligible.  They must be traveling for treatment in a hospital or a dedicated dialysis institute for children.,0.971018533,0.545895066,0.739971629,"{'precision': 0.6, 'recall': 0.75, 'f1': 0.66667}",0.6,0.75,0.66667,
elderly,emb3,exact,gemini-1.5-flash,"Where can I vaccinate my baby for ""Pent-up""?","At milk drop stations of Maccabi
If your village does not have a Maccabi milk drop station, you can locate a nearby milk drop station on the website of the Ministry of Health. ",You can get your baby vaccinated at Maccabi milk drop stations.,0.721715732,0.407238577,0.77610633,"{'precision': 0.2, 'recall': 1.0, 'f1': 0.33333}",0.2,1,0.33333,
elderly,emb3,exact,gemini-1.5-flash,Is there aclinic for treatment of eating disorders in Holon?,There is no clinic for treatment of eating disorders in Holon,I am unable to provide information about a clinic in Holon for the treatment of eating disorders.,0.946785121,0.648928374,0.547596429,"{'precision': 1.0, 'recall': 0.15625, 'f1': 0.27027}",1,0.15625,0.27027,
elderly,emb3,exact,gemini-1.5-flash,What is the quarterly cost to visit a specialist?,Visit to a specialist - 36₪ quarterly deductible,The quarterly cost to visit a specialist is 36₪.,0.673927045,0.557975682,0.397897168,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
elderly,emb3,exact,gemini-1.5-flash,What is a “home visit”?,"Maccabi members are entitled to video medical advice -- a “home visit” by doctors and therapists via video, without having to go to the clinic.","A ""home visit"" is a service provided by a healthcare team in your own home. This means you receive medical care without having to go to the hospital.",0.401513817,0.133837939,0.510499032,"{'precision': 0.0, 'recall': 0.0, 'f1': 0}",0,0,0,
